GO.ID,Term,Annotated,Significant,Expected,Classic,p.adj
GO:0009605,response to external stimulus,171,31,3.42,4.5e-24,0
GO:0008283,cell population proliferation,78,23,1.56,1.2e-22,0
GO:0030030,cell projection organization,78,23,1.56,1.2e-22,0
GO:0044780,bacterial-type flagellum assembly,27,16,0.54,8.3e-22,0
GO:0030031,cell projection assembly,44,16,0.88,2.1e-17,0
GO:0006996,organelle organization,135,23,2.7,8.9e-17,0
GO:0030254,protein secretion by the type III secret...,9,9,0.18,2.8e-16,0
GO:0042221,response to chemical,363,32,7.27,4.7e-15,0
GO:0070925,organelle assembly,73,16,1.46,1.8e-13,0
GO:0140694,non-membrane-bounded organelle assembly,73,16,1.46,1.8e-13,0
GO:0071978,bacterial-type flagellum-dependent swarm...,22,10,0.44,2.5e-12,0
GO:0050920,regulation of chemotaxis,5,5,0.1,2.7e-09,0
GO:0071975,cell swimming,5,5,0.1,2.7e-09,0
GO:0071977,bacterial-type flagellum-dependent swimm...,5,5,0.1,2.7e-09,0
GO:0009306,protein secretion,31,9,0.62,4.0e-09,0
GO:0035592,establishment of protein localization to...,31,9,0.62,4.0e-09,0
GO:0071692,protein localization to extracellular re...,31,9,0.62,4.0e-09,0
GO:0032940,secretion by cell,33,9,0.66,7.3e-09,0
GO:0046903,secretion,33,9,0.66,7.3e-09,0
GO:0040012,regulation of locomotion,16,7,0.32,8.9e-09,0
GO:0071806,protein transmembrane transport,41,9,0.82,5.9e-08,0
GO:1902021,regulation of bacterial-type flagellum-d...,13,6,0.26,7.7e-08,0
GO:2000145,regulation of cell motility,15,6,0.3,2.2e-07,0
GO:0022607,cellular component assembly,238,18,4.77,3.7e-07,0
GO:0016043,cellular component organization,449,25,8.99,3.8e-07,0
GO:0031399,regulation of protein modification proce...,5,4,0.1,7.2e-07,1e-04
GO:0032101,regulation of response to external stimu...,11,5,0.22,1.1e-06,1e-04
GO:0071840,cellular component organization or bioge...,487,25,9.75,1.9e-06,2e-04
GO:0140352,export from cell,64,9,1.28,3.2e-06,3e-04
GO:0050896,response to stimulus,909,35,18.2,4.6e-06,4e-04
GO:0009453,energy taxis,3,3,0.06,7.6e-06,6e-04
GO:0009454,aerotaxis,3,3,0.06,7.6e-06,6e-04
GO:0031401,positive regulation of protein modificat...,3,3,0.06,7.6e-06,6e-04
GO:0070614,tungstate ion transport,3,3,0.06,7.6e-06,6e-04
GO:1901873,regulation of post-translational protein...,3,3,0.06,7.6e-06,6e-04
GO:1901875,positive regulation of post-translationa...,3,3,0.06,7.6e-06,6e-04
GO:0036211,protein modification process,40,7,0.8,1.0e-05,8e-04
GO:0008104,protein localization,94,10,1.88,1.2e-05,9e-04
GO:0070727,cellular macromolecule localization,94,10,1.88,1.2e-05,9e-04
GO:0044085,cellular component biogenesis,316,18,6.33,2.3e-05,0.0017
GO:0015689,molybdate ion transport,4,3,0.08,3.0e-05,0.0021
GO:0015031,protein transport,84,9,1.68,3.2e-05,0.0021
GO:0051641,cellular localization,128,11,2.56,3.2e-05,0.0021
GO:0007165,signal transduction,85,9,1.7,3.5e-05,0.0023
GO:0045184,establishment of protein localization,90,9,1.8,5.5e-05,0.0035
GO:0048583,regulation of response to stimulus,23,5,0.46,6.9e-05,0.0043
GO:1902115,regulation of organelle assembly,5,3,0.1,7.4e-05,0.0044
GO:1902208,regulation of bacterial-type flagellum a...,5,3,0.1,7.4e-05,0.0044
GO:0023052,signaling,94,9,1.88,7.8e-05,0.0046
GO:0043687,post-translational protein modification,6,3,0.12,0.00015,0.0085
